[Разгон (Основы ML)] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Суть ML:</strong> подбор параметров $f_\theta$ по данным. Триада: Архитектура + Loss + Оптимизатор.</li><li><strong>Парадигмы:</strong> Supervised (регрессия $\mathbb{R}$, классификация), Unsupervised (кластеризация, снижение размерности), RL (максимизация $R$).</li><li><strong>Выборки:</strong> Train (подгонка $\theta$), Validation (гиперпараметры, Early Stopping), Test (финальный контроль 1 раз). Защита от Data Leakage.</li><li><strong>Bias-Variance Tradeoff:</strong> Ошибка $= \text{Bias}^2 + \text{Variance} + \sigma^2$. Underfitting — высокий Bias; Overfitting — высокая Variance.</li><li><strong>Градиентный спуск:</strong> $\theta \leftarrow \theta - \eta \nabla L(\theta)$. Batch GD, SGD, Mini-batch.</li><li><strong>Дискретизация:</strong> 1 эпоха = проход по $N$ объектам; $K = \lceil N/B \rceil$ итераций (шагов $\theta$).</li><li><strong>Метрики классификации:</strong> Accuracy (баланс), Precision, Recall, $F_1 = 2\frac{P \cdot R}{P + R}$, PR-AUC (дисбаланс).</li><li><strong>Метрики регрессии:</strong> MSE (квадратичный штраф), MAE (робастная), $R^2$ (доля объяснённой дисперсии).</li><li><strong>Регуляризация:</strong> L2 (Weight Decay, сжатие), L1 (Lasso, разреженность), Dropout, Early Stopping.</li><li><strong>Параметры vs Гиперпараметры:</strong> параметры ($W, b$) оптимизируются; гиперпараметры ($\eta, B, \lambda$) задаются вручную.</li></ol>	AI_Course Block_A Cheatsheet Ticket_00
[Билет 1: Полносвязные сети, Активации, Backprop] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Модель нейрона:</strong> $z = w^\top x + b$, $a = g(z)$. Разделяющая гиперплоскость $w^\top x + b = 0$. Нелинейность предотвращает схлопывание сети в линейную регрессию.</li><li><strong>XOR и глубина:</strong> XOR линейно не разделим; 1 скрытый слой из 2 нейронов деформирует пространство. Теорема Цыбенко: 1 скрытый слой универсален, но глубина даёт экспоненциальную компактность параметров.</li><li><strong>Прямой проход:</strong> $z^l = W^l a^{l-1} + b^l, \quad a^l = g^l(z^l)$.</li><li><strong>Функции активации:</strong> Sigmoid ($\max g'=0.25$, затухание); Tanh ($\max g'=1$, zero-centered); ReLU ($\mathbb{I}(z>0)$, нет затухания, Dying ReLU); LeakyReLU; GELU/SiLU (гладкие стандарты LLM).</li><li><strong>Выходные слои:</strong> Linear+MSE (регрессия), Sigmoid+BCE (бинарная), Softmax+CE (многоклассовая).</li><li><strong>4 канонических уравнения Backpropagation:</strong> <ul> <li>(BP1) $\delta^L = \nabla_a L \odot g'(z^L) = \hat{y} - y$.</li><li>(BP2) $\delta^l = ((W^{l+1})^\top \delta^{l+1}) \odot g'(z^l)$.</li><li>(BP3) $\frac{\partial L}{\partial W^l} = \delta^l (a^{l-1})^\top$.</li><li>(BP4) $\frac{\partial L}{\partial b^l} = \delta^l$.</li><li><strong>Градиентные аномалии:</strong> Затухание ($\prod g' \le 0.25^L$), Взрыв ($\prod \|W\| > 1$). Решения: ReLU, BatchNorm, Residuals, Gradient Clipping.</li><li><strong>Инициализация:</strong> Нулями нельзя (симметрия). Xavier: $\mathbb{D}[W] = \frac{2}{n_{in}+n_{out}}$ (Tanh). He: $\mathbb{D}[W] = \frac{2}{n_{in}}$ (ReLU).</li></ol>	AI_Course Block_A Cheatsheet Ticket_01
[Билет 2: Автодифференцирование, PINN] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>4 способа дифференцирования:</strong> Аналитический, Символьный (expression swell), Численный (разности, $O(P)$ шагов, погрешность $10^{-4}$), Автоматический (Chain Rule на графе в числах, точность $10^{-7}$).</li><li><strong>Forward-mode:</strong> дуальные числа $a + b\epsilon$ ($\epsilon^2=0$). JVP ($J v$). Сложность $O(n_{in})$. Эффективен при $n_{in} \ll n_{out}$.</li><li><strong>Reverse-mode:</strong> сопряжённые $\bar{v}_i = \sum \bar{v}_j \frac{\partial v_j}{\partial v_i}$. VJP ($u^\top J$). Сложность $O(1)$ для скалярного Loss. База глубокого обучения.</li><li><strong>Концепция PINN:</strong> бессеточный непрерывный аппроксиматор решений PDE нейросетью $u_\theta(x,t)$. Невязка ДУ встраивается в Loss через Autograd.</li><li><strong>Функция потерь PINN:</strong> $\mathcal{L}_{\text{total}} = w_{\text{data}}\mathcal{L}_{\text{data}} + w_{\text{PDE}}\mathcal{L}_{\text{PDE}} + w_{\text{BC}}\mathcal{L}_{\text{BC}} + w_{\text{IC}}\mathcal{L}_{\text{IC}}$.</li><li><strong>Точки коллокации:</strong> координаты $(x_i, t_i)$ внутри области для расчёта $\mathcal{L}_{\text{PDE}}$ (Latin Hypercube Sampling, сетки Соболя).</li><li><strong>Гладкость $C^2$:</strong> для операторов 2-го порядка ReLU запрещён ($\text{ReLU}'' \equiv 0 \implies \nabla \mathcal{L}_{\text{PDE}} \equiv 0$). Используются $\tanh$, $\text{SiLU}$, $\text{GELU}$, $\sin$ (SIREN).</li><li><strong>PyTorch Autograd:</strong> высшие производные берутся через `torch.autograd.grad(..., create_graph=True)`.</li><li><strong>Обратные задачи:</strong> неизвестные коэффициенты уравнений объявляются `nn.Parameter` и обучаются градиентным спуском вместе с весами сети.</li><li><strong>Плюсы и минусы:</strong> mesh-free, решение обратных задач, устойчивость к сложным областям; минусы — балансировка весов компонентов (stiff gradients).</li></ol>	AI_Course Block_A Cheatsheet Ticket_02
[Билет 3: Loss-функции, MLE, MAP / L2] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Loss vs Метрика:</strong> Loss — гладкая дифференцируемая цель для $\nabla_\theta \mathcal{L}$. Метрика — прикладное качество (Accuracy, F1).</li><li><strong>Принцип MLE:</strong> $\arg\max \prod p(y_i|x_i;\theta) \iff \arg\min \sum -\log p(y_i|x_i;\theta) = \text{NLL}$.</li><li><strong>Вывод MSE:</strong> Гауссов шум $\epsilon \sim \mathcal{N}(0, \sigma^2) \implies \text{NLL} \propto \text{MSE}$. Оптимум = условное среднее $\mathbb{E}[y|x]$. Чувствителен к выбросам.</li><li><strong>Вывод MAE:</strong> Шум Лапласа $\epsilon \sim \text{Laplace}(0, b) \implies \text{NLL} \propto \text{MAE}$. Оптимум = условная медиана $\text{Med}(y|x)$. Робастен.</li><li><strong>Huber Loss:</strong> $\frac{1}{2}e^2$ при $|e|\le\delta$ и $\delta(|e|-\frac{1}{2}\delta)$ дальше. Сочетает гладкость MSE и робастность MAE.</li><li><strong>Вывод Cross-Entropy:</strong> Бернулли $\implies \mathcal{L}_{\text{BCE}}$; Мультинулли $\implies \mathcal{L}_{\text{CCE}} = D_{\text{KL}}(y \parallel \hat{p}) + \text{const}$.</li><li><strong>Softmax + CCE:</strong> Градиент по логитам $\frac{\partial \mathcal{L}}{\partial z} = \hat{p} - y$. Выпукла по $z$.</li><li><strong>Байесовский вывод (MAP):</strong> $\log p(w|\mathcal{D}) = \log L + \log p(w)$. Гаусс $w \sim \mathcal{N}(0, \sigma_w^2) \implies L_2$ (Weight Decay); Лаплас $w \sim \text{Laplace} \implies L_1$ (Lasso).</li><li><strong>Focal Loss:</strong> $\text{FL}(p_t) = -(1-p_t)^\gamma \log(p_t)$. Подавляет вклад простых примеров при жёстком дисбалансе.</li><li><strong>Стабильность:</strong> LogSumExp $c + \log(\sum e^{z_j - c})$ исключает переполнение; Label Smoothing подавляет Overconfidence.</li></ol>	AI_Course Block_A Cheatsheet Ticket_03
[Билет 4: Слои свёрточных сетей] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Проблема MLP для CV:</strong> Взрыв параметров ($150\text{k} \times 1000 = 150\text{M}$) и потеря 2D-топологии при Flatten.</li><li><strong>3 кита CNN:</strong> Локальность связей ($K \times K$), разделение весов (Weight Sharing), трансляционная эквивариантность.</li><li><strong>Арифметика свёртки:</strong> $O_{i,j,d} = b_d + \sum_c \sum_m \sum_n I_{iS+m, jS+n, c} K_{m,n,c,d}$.</li><li><strong>Размер выхода:</strong> $H_{out} = \lfloor \frac{H_{in} - K_{eff} + 2P}{S} \rfloor + 1$, где $K_{eff} = K + (K-1)(D-1)$.</li><li><strong>Параметры:</strong> $\text{Params} = (K_h \cdot K_w \cdot C_{in} + 1) \cdot C_{out}$.</li><li><strong>Рецептивное поле:</strong> $RF_l = RF_{l-1} + (K_l - 1)J_{l-1}$. Стек двух $3\times3$ даёт поле $5\times5$, экономя $28\%$ весов.</li><li><strong>Pointwise ($1\times1$):</strong> Линейная проекция каналов $C_{in} \to C_{out}$, смешивание признаков в Bottleneck блоках.</li><li><strong>Dilated свёртка:</strong> Рост $RF$ без потери разрешения ($K_{eff} = K + (K-1)(D-1)$). База DeepLab.</li><li><strong>Batch Normalization:</strong> $\hat{x} = \frac{x - \mu_B}{\sqrt{\sigma_B^2 + \epsilon}}, \; y = \gamma \hat{x} + \beta$. Ускоряет обучение, требует `bias=False` в Conv2d.</li><li><strong>Depthwise Separable Conv:</strong> Depthwise ($K\times K$ на канал) + Pointwise ($1\times1$). Снижает сложность в $\approx K^2$ раз (MobileNet).</li></ol>	AI_Course Block_A Cheatsheet Ticket_04
[Билет 5: Архитектуры CNN, Transfer Learning] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Эволюция CNN:</strong> LeNet (1998, $5\times5$) $\to$ AlexNet (2012, ReLU, GPU) $\to$ VGG (2014, стеки $3\times3$) $\to$ GoogLeNet (2014, $1\times1$ bottleneck) $\to$ ResNet (2015, Residual Learning) $\to$ MobileNet (Depthwise Separable) $\to$ EfficientNet (Compound Scaling).</li><li><strong>Деградация и Skip-connections (ResNet):</strong> В глубоких plain-сетях растёт Train Error. Решение: $y = \mathcal{F}(x) + x$. Градиент $\frac{\partial \mathcal{L}}{\partial x} = \frac{\partial \mathcal{L}}{\partial y}(\frac{\partial \mathcal{F}}{\partial x} + \mathbf{I})$ за счёт $+\mathbf{I}$ не затухает.</li><li><strong>Bottleneck и GAP:</strong> Bottleneck $1\times1 \to 3\times3 \to 1\times1$ снижает FLOPs в 17 раз. Global Average Pooling заменяет FC-слои ($0$ параметров), устраняя переобучение.</li><li><strong>Мобильные и современные CNN:</strong> MobileNet делит свёртку на Depthwise и Pointwise (ускорение в 8–9 раз). EfficientNet масштабирует $d, w, r$ согласованно ($\alpha \beta^2 \gamma^2 \approx 2$). ConvNeXt модернизирует CNN приёмами ViT.</li><li><strong>Суть Transfer Learning:</strong> Ранние слои учат универсальные геометрические признаки, верхние — специфичные классы.</li><li><strong>Матрица решений:</strong> <ul> <li><em>Мало данных + близкий домен:</em> Feature Extraction (заморозка backbone, обучение головы).</li><li><em>Много данных + близкий домен:</em> Fine-Tuning всей сети с $\text{lr}_{backbone} \sim 10^{-5}$ и $\text{lr}_{head} \sim 10^{-3}$.</li><li><em>Далёкий домен (медицина):</em> Заморозка первых слоёв, fine-tune верхних слоёв или обучение на промежуточных картах признаков.</li></ol>	AI_Course Block_A Cheatsheet Ticket_05
[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Проблемы оптимизации:</strong> Овраги ($\lambda_{\max} \gg \lambda_{\min}$), седловые точки ($\nabla \mathcal{L}=0$, неопределённый Гессиан), шум батча.</li><li><strong>Momentum и NAG:</strong> $v_t = \gamma v_{t-1} + \eta g_t$. Импульс гасит осцилляции поперёк оврага. NAG считает градиент в точке $\theta - \gamma v$ (превентивное торможение).</li><li><strong>Адаптивные методы:</strong> RMSProp усредняет $v_t = \beta v_{t-1} + (1-\beta)g_t^2$. Adam совмещает скорость $m_t$ и дисперсию $v_t$ с коррекцией смещения $\hat{m}_t = \frac{m_t}{1-\beta_1^t}, \hat{v}_t = \frac{v_t}{1-\beta_2^t}$.</li><li><strong>AdamW:</strong> Decoupled Weight Decay $\theta_{t+1} = \theta_t - \eta \lambda \theta_t - \frac{\eta}{\sqrt{\hat{v}_t}+\epsilon}\hat{m}_t$. Стандарт в Transformers.</li><li><strong>Матричные производные:</strong> $\nabla_x (a^\top x) = a$, $\nabla_x (x^\top A x) = (A + A^\top)x$, $\nabla_w \|Xw - y\|_2^2 = 2 X^\top (Xw - y)$, $\frac{\partial \text{Tr}(A W B)}{\partial W} = A^\top B^\top$.</li><li><strong>Normal Equation:</strong> $\nabla_w \|Xw - y\|_2^2 = 0 \implies w^* = (X^\top X)^{-1} X^\top y$. С Ridge: $w^* = (X^\top X + \lambda I)^{-1} X^\top y$.</li></ol>	AI_Course Block_A Cheatsheet Ticket_06
[Билет 7: Аугментация, Тюнинг гиперпараметров] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Аугментация данных:</strong> Регуляризация внесением физических инвариантностей. Базовые: повороты, сдвиги, ColorJitter. Продвинутые: Cutout (зануление патча), Mixup ($\tilde{x} = \lambda x_1 + (1-\lambda)x_2$ — калибровка Softmax), CutMix (вставка фрагмента другого фото). Запрещена на Validation/Test.</li><li><strong>Random Search vs Grid Search:</strong> Grid Search страдает от проклятия размерности $O(K^d)$. Random Search тестирует $N$ уникальных значений важных параметров. $n \ge \frac{\ln(0.05)}{\ln(0.95)} \approx 60$ запусков дают 95% шанс попасть в топ-5% оптимума.</li><li><strong>Байесовская оптимизация (SMBO):</strong> Итеративное уточнение суррогатной модели (Гауссовский процесс $\mathcal{GP}(\mu, \sigma^2)$).</li><li><strong>Acquisition Functions:</strong> UCB ($\mu(x) + \kappa \sigma(x)$) и Expected Improvement (EI) балансируют Exploitation (эксплуатация оптимума) и Exploration (исследование неопределённости).</li><li><strong>Optuna TPE и Pruning:</strong> TPE моделирует $p(x|y) = \ell(x)/g(x)$ со сложностью $O(t \cdot d)$. MedianPruner / Hyperband отсекает отстающие испытания, экономя до 80% времени GPU.</li><li><strong>Протоколы валидации:</strong> Stratified K-Fold для дисбаланса, Early Stopping по Val Loss, логарифмическая шкала для $\text{lr}$ и weight decay.</li></ol>	AI_Course Block_A Cheatsheet Ticket_07
[Билет 8: Метрические методы, Сиамские сети] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Мотивация:</strong> Softmax не работает для Open-Set и Few-Shot (FaceID, поиск). Решение — обучение пространства эмбеддингов $f_\theta: \mathcal{X} \to \mathbb{R}^d$.</li><li><strong>Сиамская сеть:</strong> Общие веса (Weight Sharing) гарантируют симметрию $D(a,b)=D(b,a)$ и инвариантность. Проекция на сферу $S^{d-1}$.</li><li><strong>Связь $L_2$ и Косинуса:</strong> На сфере $\|a-b\|_2^2 = 2(1 - \cos(a,b))$ — евклидово расстояние монотонно эквивалентно косинусному.</li><li><strong>Contrastive Loss:</strong> $\mathcal{L} = y D^2 + (1-y)\max(0, m-D)^2$. Стягивает позитивы, расталкивает негативы на зазор $m$.</li><li><strong>Triplet Loss и Mining:</strong> $\mathcal{L} = \max(0, D(a,p)^2 - D(a,n)^2 + \alpha)$. Semi-Hard mining ($D(a,p) < D(a,n) < D(a,p)+\alpha$) — ключ к сходимости.</li><li><strong>ArcFace:</strong> Аддитивный угловой margin в Softmax $\cos(\theta + m)$. Устраняет майнинг $O(N^3)$, формирует компактные угловые кластеры.</li><li><strong>Инференс:</strong> Извлечение векторов $\to$ галерея в FAISS $\to$ пороговая верификация ($\tau$) по ROC (FAR/FRR/EER).</li></ol>	AI_Course Block_B Cheatsheet Ticket_08
[Билет 9: Контрастивное обучение, SSL, InfoNCE] Шпаргалка: Скелет ответа по билету (3:00)	<ol><li><strong>Суть SSL:</strong> Извлечение признаков без учителя через pretext tasks. Замена эвристик (повороты) на инвариантное контрастирование.</li><li><strong>Контрастивный принцип:</strong> Стягивание аугментаций одного объекта (позитив) и отталкивание от остальных (негативы). Максимизация взаимной информации $I(z_1; z_2)$.</li><li><strong>NT-Xent / InfoNCE Loss:</strong> Кросс-энтропия сходств с температурой $\tau \approx 0.07$, штрафующая сложные негативы.</li><li><strong>SimCLR:</strong> Dual augmentation (Crop + Color Jitter), энкодер $f(x)$, нелинейная MLP-голова $g(h)$ (удаляется после train), батч $B \ge 4096$.</li><li><strong>MoCo:</strong> FIFO-очередь негативов ($K=65536$) + медленный Momentum Encoder ($\theta_k \leftarrow m\theta_k + (1-m)\theta_q$, $m=0.999$).</li><li><strong>BYOL / SimSiam:</strong> Обучение без негативов через асимметричный Predictor и Stop-Gradient.</li><li><strong>CLIP:</strong> Мультимодальное контрастирование $N \times N$ пар изображение-текст, обеспечивающее Zero-Shot перенос.</li><li><strong>Валидация:</strong> Linear Probing (замороженный бэкбон + линейный слой) как мера линейной разделимости.</li></ol>	AI_Course Block_B Cheatsheet Ticket_09
