[Разгон (Основы ML)] В чём математический смысл разложения ошибки на Bias, Variance и неустранимый шум?	<p>$\mathbb{E}[(y - \hat{f})^2] = \text{Bias}^2 + \text{Variance} + \sigma^2$. $\text{Bias}$ измеряет ошибку аппроксимации (недообучение). $\text{Variance}$ отражает разброс предсказаний при смене обучающей выборки (переобучение). $\sigma^2$ — стохастический шум данных. Усложнение модели снижает $\text{Bias}$, но растит $\text{Variance}$.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Почему Accuracy бесполезна при сильном дисбалансе классов (например, 99% к 1%)?	<p>При дисбалансе 99:1 тривиальный константный классификатор ($\hat{y} \equiv 0$) получает $\text{Accuracy} = 99\%$, но имеет $\text{Recall} = 0\%$ по целевому классу. Информативны $\text{Precision}$, $\text{Recall}$, $F_1$-score и $\text{PR-AUC}$.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] В чём разница между Validation и Test выборками? Почему нельзя выбирать гиперпараметры по Test?	<p><strong>Validation</strong> служит для подбора гиперпараметров и ранней остановки (подвержена косвенной подгонке). <strong>Test</strong> используется строго один раз для финальной несмещённой оценки обобщающей способности. Тюнинг по Test разрушает независимость контроля.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Что такое утечка данных (Data Leakage) и как она возникает при нормализации признаков?	<p>Data Leakage — попадание информации из валидации/теста в обучение. Пример: расчёт $\mu$ и $\sigma$ на всей выборке до сплита. Корректный протокол: $\mu_{\text{train}}, \sigma_{\text{train}}$ считаются <strong>строго на Train</strong> и применяются к Val/Test.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Как связаны понятия «эпоха», «батч» и «итерация» при $N=10\,000$ и batch_size $=64$?	<p><strong>Эпоха</strong> — 1 проход по $N$ объектам. <strong>Батч ($B$)</strong> — подвыборка за 1 forward/backward. <strong>Итерация</strong> — 1 шаг обновления весов $\theta$. Число итераций за эпоху: $K = \lceil N / B \rceil = \lceil 10\,000 / 64 \rceil = 157$.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Почему слишком большой learning rate приводит к расходимости, а слишком малый — к застреванию?	<p>При $\eta > \frac{2}{\lambda_{\max}(H)}$ шаг выходит за область локальной квадратичной аппроксимации, вызывая расходящиеся осцилляции. При малом $\eta$ шаг ничтожен, сходимость резко замедляется и модель застревает на плато.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Чем L1-регуляризация принципиально отличается от L2 по структуре весов (разреженность vs сжатие)?	<p>Градиент $L_2$ равен $\lambda w$ (веса плавно убывают, но не зануляются). Субградиент $L_1$ равен $\lambda \cdot \text{sign}(w) = \text{const}$ (вес уменьшается с постоянной скоростью, приводя к точному занулению параметров — разреженности).</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Почему ROC-AUC может быть обманчиво оптимистичным при дисбалансе и когда предпочтительнее PR-AUC?	<p>$\text{FPR} = \frac{\text{FP}}{\text{FP} + \text{TN}}$. При $\text{TN} \gg \text{FP}$ рост $\text{FP}$ почти не меняет $\text{FPR}$, завышая ROC-AUC. В $\text{PR-AUC}$ метрика $\text{Precision} = \frac{\text{TP}}{\text{TP} + \text{FP}}$ прямо реагирует на $\text{FP}$, объективно оценивая миноритарный класс.</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] В чём разница между параметрами и гиперпараметрами модели? Приведите по 3 примера каждого.	<p><strong>Параметры</strong> вычисляет оптимизатор по данным (веса $W$, смещения $b$, ядра свёрток $K$). <strong>Гиперпараметры</strong> задаёт инженер до обучения (темп обучения $\eta$, размер батча $B$, вес регуляризации $\lambda$).</p>	AI_Course Block_A Ticket_00
[Разгон (Основы ML)] Что такое Early Stopping и почему это эффективная форма регуляризации?	<p>Early Stopping — остановка обучения при прекращении снижения $\mathcal{L}_{\text{val}}$ в течение $P$ эпох. Метод ограничивает длину траектории спуска в пространстве параметров, предотвращая оверфиттинг на шум Train.</p>	AI_Course Block_A Ticket_00
